name,cohort_id,cohort_entries,cohort_subjects,database_id
Persons tested for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent chronic kidney disease,126001022,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation without  with  Prevalent chronic kidney disease,127001022,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent chronic kidney disease,128001022,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation without  with  Prevalent chronic kidney disease,129001022,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,130001022,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,131001022,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,132001022,222,222,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,133001022,404,404,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,134001022,17,17,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,135001022,32,32,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,136001022,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,137001022,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,138001022,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,139001022,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease,140001022,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease,141001022,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease,111001032,5,5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease,112001032,6,6,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease,113001032,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease,114001032,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease,115001032,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease,116001032,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent end stage renal disease,126001032,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation without  with  Prevalent end stage renal disease,127001032,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent end stage renal disease,128001032,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation without  with  Prevalent end stage renal disease,129001032,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,130001032,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,131001032,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,132001032,222,222,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,133001032,404,404,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,134001032,17,17,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,135001032,32,32,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,136001032,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,137001032,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,138001032,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,139001032,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent end stage renal disease,140001032,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent end stage renal disease,141001032,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent heart disease,111001042,-5,-5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent heart disease,112001042,5,5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent heart disease,113001042,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent heart disease,114001042,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation without  with  Prevalent heart disease,115001042,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation without  with  Prevalent heart disease,116001042,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent heart disease,126001042,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation without  with  Prevalent heart disease,127001042,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent heart disease,128001042,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation without  with  Prevalent heart disease,129001042,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,130001042,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,131001042,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,132001042,270,270,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,133001042,453,453,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,134001042,19,19,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,135001042,32,32,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,136001042,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,137001042,-5,-5,PREMIER
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,138001042,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,139001042,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent heart disease,140001042,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent heart disease,141001042,NA,NA,NA
